Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Sales,Profit,Payment_Method,Segment
100534,8/22/2023,CUST1184,Customer 148,Central,Illinois,Furniture,Chair,Office Chair,2,628.48,1256.96,154.75,Credit Card,Consumer
100535,12/2/2023,CUST1115,Customer 284,Central,Illinois,Furniture,Cabinet,Storage Cabinet,5,827.59,4137.95,1152.38,PayPal,Corporate
100536,3/14/2024,CUST1053,Customer 203,East,New York,Furniture,Cabinet,Metal Cabinet,1,1198.48,1198.48,145.31,PayPal,Home Office
100537,11/5/2024,CUST1086,Customer 34,West,California,Technology,Mouse,HP Mouse,2,892.3,1784.6,538.22,Cash,Consumer
100538,12/13/2023,CUST1297,Unknown Customer,East,Massachusetts,Technology,Monitor,Dell UltraSharp,8,341.44,2731.52,603.86,PayPal,Corporate
100539,5/2/2024,CUST1254,Customer 119,Central,Ohio,Office Supplies,Printer,HP LaserJet,8,138.56,1108.48,14.2,Debit Card,Consumer
100540,4/12/2023,CUST1155,Customer 50,West,California,Furniture,Chair,Ergo Chair,7,729.45,5106.15,240.65,Credit Card,Home Office
100541,6/16/2024,CUST1175,Customer 277,Central,Ohio,Technology,Keyboard,Dell KB216,8,593.4,4747.2,84.26,Credit Card,Consumer
100542,3/16/2024,CUST1285,Customer 156,West,Washington,Furniture,Cabinet,Storage Cabinet,8,556.99,4455.92,-379.7,Debit Card,Corporate
100543,3/17/2024,CUST1283,Customer 277,East,Massachusetts,Office Supplies,Binder,1in Binder,2,686.94,1373.88,165.89,PayPal,Corporate
100544,7/29/2024,CUST1145,Customer 165,East,New York,Furniture,Cabinet,Storage Cabinet,7,744.16,5209.12,306,Credit Card,Consumer
100545,8/27/2024,CUST1194,Customer 50,West,California,Furniture,Cabinet,File Cabinet,1,920.58,920.58,166.92,PayPal,Corporate
100546,1/1/2024,CUST1033,Customer 157,Central,Ohio,Technology,Monitor,LG 27,4,781.22,3124.88,520.73,Credit Card,Corporate
100547,6/23/2023,CUST1136,Customer 11,West,Washington,Technology,Mouse,Dell MS116,7,685.98,4801.86,1467.61,PayPal,Home Office
100548,1/23/2023,CUST1105,Customer 173,South,Florida,Office Supplies,Binder,1in Binder,2,971.91,1943.82,-106.86,PayPal,Home Office
100549,11/14/2024,CUST1038,Customer 275,South,Texas,Office Supplies,Printer,Canon Pixma,7,250.09,1750.63,325.53,Debit Card,Corporate
100550,9/29/2023,CUST1172,Customer 140,West,Washington,Office Supplies,Binder,2in Binder,2,864.07,1728.14,276.83,Credit Card,Home Office
100551,6/27/2024,CUST1276,Customer 161,Central,Ohio,Technology,Keyboard,Logitech K120,5,610.52,3052.6,106.72,Debit Card,Corporate
100552,2/16/2024,CUST1239,Customer 138,South,Florida,Office Supplies,Pens,Gel Pens,3,696.44,2089.32,-8.72,PayPal,Home Office
100553,10/3/2024,CUST1153,Customer 223,West,California,Furniture,Bookcase,Oak Bookcase,4,189.06,756.24,157.59,PayPal,Corporate
100554,3/7/2023,CUST1207,Customer 123,East,Massachusetts,Furniture,Cabinet,File Cabinet,3,315.17,945.51,161.26,Credit Card,Consumer
100555,7/16/2023,CUST1103,Customer 82,West,California,Furniture,Bookcase,Cube Shelf,7,512.2,3585.4,1102.67,Cash,Consumer
100556,1/30/2023,CUST1010,Customer 29,South,Florida,Office Supplies,Pens,Marker Pack,1,1156.91,1156.91,137.24,Credit Card,Corporate
100557,9/8/2024,CUST1071,Customer 121,South,Texas,Furniture,Cabinet,File Cabinet,2,482.31,964.62,268.08,Credit Card,Home Office
100558,5/27/2024,CUST1299,Customer 200,West,Washington,Furniture,Chair,Ergo Chair,2,930.1,1860.2,76.33,Debit Card,Corporate
100559,8/12/2023,CUST1028,Customer 252,East,New York,Technology,Monitor,Dell UltraSharp,8,495.97,3967.76,1143.92,Cash,Home Office
100560,4/26/2023,CUST1157,Customer 11,South,Florida,Furniture,Desk,Wood Desk,3,441.97,1325.91,294.42,Credit Card,Home Office
100561,11/9/2024,CUST1273,Customer 122,West,California,Furniture,Bookcase,Cube Shelf,6,1084.76,6508.56,1356.13,PayPal,Corporate
100562,1/9/2023,CUST1224,Customer 163,Central,Ohio,Furniture,Chair,Ergo Chair,5,260.36,1301.8,391.34,PayPal,Consumer
100563,10/8/2023,CUST1082,Customer 134,West,Washington,Furniture,Bookcase,Cube Shelf,7,1053.35,7373.45,1984.26,Credit Card,Corporate
100564,3/6/2024,CUST1069,Customer 2,South,Florida,Office Supplies,Paper,A4 Paper,3,759.89,2279.67,583.5,PayPal,Consumer
100565,10/5/2024,CUST1066,Customer 211,South,Florida,Office Supplies,Paper,A4 Paper,3,307.03,921.09,203.66,Cash,Corporate
100566,5/4/2024,CUST1201,Customer 194,East,Massachusetts,Technology,Keyboard,Keychron K2,4,110.43,441.72,28.9,Debit Card,Consumer
100567,1/24/2023,CUST1133,Customer 77,East,New York,Furniture,Desk,Wood Desk,3,69.24,207.72,37,Credit Card,Corporate
100568,6/24/2023,CUST1097,Customer 137,West,California,Office Supplies,Binder,1in Binder,8,151.03,1208.24,267.15,Cash,Home Office
100569,5/21/2024,CUST1096,Customer 215,Central,Illinois,Furniture,Desk,Corner Desk,4,1194.3,4777.2,130.59,Debit Card,Corporate
100570,5/30/2023,CUST1234,Customer 44,West,Washington,Furniture,Desk,Corner Desk,8,1089.72,8717.76,578.31,Credit Card,Corporate
100571,5/17/2023,CUST1131,Customer 38,South,Florida,Office Supplies,Pens,Marker Pack,7,853.06,5971.42,1380.87,Credit Card,Home Office
100572,3/2/2023,CUST1195,Customer 155,West,Washington,Technology,Mouse,HP Mouse,1,16.38,16.38,2.08,PayPal,Home Office
100573,1/15/2024,CUST1239,Customer 68,East,New York,Office Supplies,Pens,Ballpoint Pens,3,609.46,1828.38,582.61,Credit Card,Corporate
100574,12/28/2024,CUST1143,Customer 185,Central,Illinois,Furniture,Chair,Office Chair,1,1174.43,1174.43,146.39,PayPal,Corporate
100576,2/25/2023,CUST1253,Customer 21,East,New York,Technology,Mouse,HP Mouse,3,850.1,2550.3,245.83,PayPal,Corporate
100577,12/27/2024,CUST1145,Customer 93,Central,Ohio,Furniture,Chair,Mesh Chair,3,157.15,471.45,-27.29,Debit Card,Home Office
100578,6/4/2024,CUST1255,Customer 49,South,Texas,Office Supplies,Paper,Copy Paper,3,505.54,1516.62,-99.22,Cash,Consumer
100579,10/19/2023,CUST1245,Customer 233,West,Washington,Furniture,Chair,Office Chair,3,44.36,133.08,14.25,Cash,Home Office
100580,11/4/2024,CUST1144,Customer 166,West,Washington,Technology,Mouse,HP Mouse,3,261.53,784.59,-61.27,Credit Card,Home Office
100581,3/14/2023,CUST1045,Customer 11,Central,Illinois,Furniture,Cabinet,Metal Cabinet,4,1158.41,4633.64,1341.36,Debit Card,Consumer
100582,2/2/2024,CUST1158,Customer 68,Central,Ohio,Office Supplies,Pens,Gel Pens,5,594.11,2970.55,280.9,Cash,Home Office
100583,4/9/2023,CUST1046,Customer 217,South,Texas,Furniture,Bookcase,Cube Shelf,8,329.49,2635.92,448.51,Cash,Home Office
100584,7/10/2023,CUST1079,Customer 254,Central,Ohio,Technology,Laptop,Lenovo ThinkPad,6,1168.19,7009.14,1432.65,Credit Card,Corporate
100585,4/24/2024,CUST1127,Customer 268,Central,Illinois,Furniture,Cabinet,Metal Cabinet,3,824.33,2472.99,87.01,PayPal,Corporate
100586,8/5/2024,CUST1291,Customer 130,West,California,Technology,Laptop,Lenovo ThinkPad,7,501.49,3510.43,382.97,Cash,Corporate
100587,8/22/2024,CUST1213,Customer 153,West,California,Technology,Mouse,Logitech M185,3,1013.06,3039.18,-242.02,Cash,Home Office
100588,4/10/2024,CUST1132,Customer 55,Central,Ohio,Furniture,Desk,Standing Desk,3,103.08,309.24,105.76,PayPal,Home Office
100589,1/19/2023,CUST1249,Customer 156,West,Washington,Technology,Laptop,Dell Inspiron 15,8,557.59,4460.72,367.08,Cash,Home Office
100590,11/20/2024,CUST1096,Unknown Customer,Central,Ohio,Technology,Monitor,LG 27,1,237.05,237.05,,Debit Card,Corporate
100591,10/26/2024,CUST1216,Customer 12,East,New York,Furniture,Desk,Standing Desk,5,925.97,4629.85,-154.29,Credit Card,Consumer
100592,6/6/2023,CUST1200,Customer 27,Central,Ohio,Furniture,Chair,Office Chair,4,249.59,998.36,155.99,Cash,Consumer
100593,4/16/2023,CUST1249,Customer 119,Central,Ohio,Furniture,Cabinet,Metal Cabinet,8,485.62,3884.96,508.97,Credit Card,Home Office
100594,1/20/2023,CUST1177,Customer 230,Central,Ohio,Office Supplies,Paper,Premium Paper,7,1068.08,7476.56,-354.21,PayPal,Consumer
100595,6/15/2023,CUST1173,Customer 240,South,Texas,Furniture,Cabinet,Storage Cabinet,4,614.09,2456.36,403.94,Debit Card,Corporate
100596,12/29/2024,CUST1044,Customer 248,Central,Ohio,Office Supplies,Printer,Canon Pixma,3,749.99,2249.97,60.99,Debit Card,Consumer
100597,7/24/2023,CUST1009,Customer 184,East,Massachusetts,Technology,Mouse,HP Mouse,5,289.32,1446.6,217.82,Cash,Corporate
100598,11/24/2024,CUST1061,Customer 288,East,New York,Office Supplies,Paper,A4 Paper,6,522.44,3134.64,557.66,Debit Card,Corporate
100599,9/22/2023,CUST1224,Customer 235,South,Florida,Technology,Keyboard,Logitech K120,2,850.62,1701.24,539.27,Credit Card,Consumer
100600,9/17/2024,CUST1080,Customer 150,West,California,Office Supplies,Paper,A4 Paper,2,1046.33,2092.66,648.61,PayPal,Home Office
100601,5/25/2024,CUST1212,Customer 4,West,California,Office Supplies,Printer,Canon Pixma,3,156.35,469.05,-4.29,Debit Card,Corporate
100602,12/16/2023,CUST1077,Customer 272,South,Texas,Technology,Keyboard,Keychron K2,7,439.17,3074.19,612.53,PayPal,Consumer
100603,5/22/2023,CUST1005,Customer 265,Central,Ohio,Furniture,Bookcase,Modern Bookcase,6,1133.05,6798.3,674.12,Credit Card,Consumer
100604,12/13/2023,CUST1077,Customer 295,South,Florida,Technology,Mouse,Logitech M185,7,913.44,6394.08,1260.14,Credit Card,Home Office
100605,12/31/2024,CUST1143,Customer 271,South,Florida,Furniture,Cabinet,File Cabinet,6,1091.98,6551.88,-631.89,Debit Card,Home Office
100606,2/18/2024,CUST1207,Customer 102,Central,Illinois,Office Supplies,Binder,Heavy Binder,6,1066.33,6397.98,1610.39,Cash,Consumer
100607,2/7/2023,CUST1159,Customer 267,South,Florida,Office Supplies,Pens,Marker Pack,5,264.34,1321.7,172.15,Cash,Home Office
100608,6/13/2023,CUST1056,Customer 31,West,California,Office Supplies,Printer,HP LaserJet,5,874.55,4372.75,1504.79,Cash,Corporate
100609,10/4/2024,CUST1173,Customer 121,South,Texas,Technology,Laptop,HP Pavilion,5,691.2,3456,-337.49,Debit Card,Corporate
100610,11/3/2023,CUST1098,Customer 185,South,Texas,Office Supplies,Binder,Heavy Binder,4,135.22,540.88,71.61,PayPal,Consumer
100611,5/31/2023,CUST1228,Customer 40,Central,Ohio,Technology,Laptop,Dell Inspiron 15,7,1067.33,7471.31,854.07,Cash,Home Office
100612,6/22/2024,CUST1250,Customer 214,Central,Ohio,Furniture,Bookcase,Modern Bookcase,7,1195.85,8370.95,1758.39,Debit Card,Consumer
100613,6/1/2024,CUST1016,Customer 81,East,Massachusetts,Office Supplies,Binder,2in Binder,2,836.42,1672.84,175.56,Unknown,Consumer
100614,9/8/2024,CUST1190,Customer 157,Central,Illinois,Technology,Keyboard,Dell KB216,5,57.94,289.7,-8.98,Cash,Corporate
100615,10/29/2023,CUST1145,Customer 111,Central,Illinois,Technology,Monitor,Samsung View,7,67.89,475.23,143.72,Debit Card,Home Office
100616,5/15/2024,CUST1289,Customer 232,West,California,Office Supplies,Printer,HP LaserJet,1,506.91,506.91,80.03,Cash,Corporate
100617,5/1/2024,CUST1045,Customer 210,East,New York,Office Supplies,Binder,1in Binder,8,187.29,1498.32,340.93,PayPal,Consumer
100618,2/9/2024,CUST1012,Customer 293,South,Texas,Office Supplies,Binder,Heavy Binder,5,778.64,3893.2,1127.78,Cash,Home Office
100619,10/22/2024,CUST1009,Customer 62,West,California,Technology,Laptop,Lenovo ThinkPad,4,903.16,3612.64,455.87,Debit Card,Consumer
100620,10/9/2023,CUST1011,Customer 175,East,New York,Office Supplies,Binder,2in Binder,6,488.14,2928.84,-233.6,PayPal,Consumer
100621,2/29/2024,CUST1146,Customer 74,West,Washington,Furniture,Cabinet,Metal Cabinet,2,1175.95,2351.9,338.2,Debit Card,Corporate
100622,4/2/2023,CUST1152,Customer 200,East,Massachusetts,Furniture,Desk,Standing Desk,6,225.93,1355.58,299.56,Credit Card,Corporate
100623,5/26/2023,CUST1121,Customer 253,Central,Ohio,Furniture,Bookcase,Oak Bookcase,1,251.05,251.05,59.87,PayPal,Consumer
100624,10/3/2023,CUST1009,Customer 138,West,Washington,Furniture,Bookcase,Oak Bookcase,8,44.4,355.2,65.75,Credit Card,Consumer
100625,7/22/2024,CUST1072,Customer 192,East,Massachusetts,Office Supplies,Binder,1in Binder,2,1017.07,2034.14,254.66,Debit Card,Consumer
100626,7/4/2024,CUST1030,Customer 247,Central,Ohio,Technology,Laptop,HP Pavilion,5,787.14,3935.7,-97.13,Cash,Home Office
100627,9/14/2023,CUST1288,Customer 36,Central,Ohio,Office Supplies,Pens,Marker Pack,5,64.13,320.65,74.59,Cash,Consumer
100628,2/9/2024,CUST1162,Customer 176,West,California,Office Supplies,Printer,Canon Pixma,4,736.43,2945.72,974.56,Cash,Home Office
100629,4/8/2024,CUST1008,Customer 69,South,Texas,Office Supplies,Printer,Canon Pixma,4,557.16,2228.64,378.38,Credit Card,Home Office
100630,5/2/2024,CUST1039,Customer 276,West,California,Office Supplies,Pens,Ballpoint Pens,8,917.33,7338.64,1043.25,Credit Card,Home Office
100631,3/31/2024,CUST1004,Customer 64,West,Washington,Furniture,Cabinet,Storage Cabinet,3,1008.58,3025.74,802.85,PayPal,Corporate
100632,7/17/2023,CUST1155,Customer 114,Central,Illinois,Technology,Laptop,HP Pavilion,6,237.9,1427.4,381.58,Debit Card,Corporate
100633,1/7/2024,CUST1056,Customer 143,West,Washington,Furniture,Desk,Standing Desk,4,1181.27,4725.08,884.99,PayPal,Consumer
100634,7/19/2024,CUST1116,Customer 268,East,New York,Technology,Monitor,Samsung View,2,161.64,323.28,103.48,Cash,Consumer
100635,11/25/2024,CUST1026,Customer 166,West,Washington,Office Supplies,Binder,2in Binder,7,772.75,5409.25,1754.67,PayPal,Corporate
100636,10/8/2023,CUST1142,Customer 216,West,Washington,Furniture,Cabinet,File Cabinet,1,1061.72,1061.72,1.11,PayPal,Corporate
100637,1/6/2023,CUST1216,Customer 39,Central,Illinois,Furniture,Chair,Mesh Chair,1,1188.41,1188.41,1.82,Debit Card,Consumer
100638,6/18/2023,CUST1171,Customer 129,South,Florida,Technology,Laptop,Dell Inspiron 15,8,524.02,4192.16,-373.9,Debit Card,Consumer
100639,4/29/2024,CUST1224,Customer 49,East,Massachusetts,Technology,Keyboard,Dell KB216,4,1132.82,4531.28,1128.68,PayPal,Home Office
100640,5/8/2023,CUST1226,Customer 29,West,California,Technology,Mouse,HP Mouse,2,941.35,1882.7,-135.74,Cash,Home Office
100641,10/3/2024,CUST1049,Customer 211,Central,Illinois,Technology,Laptop,Lenovo ThinkPad,1,360.95,360.95,25.86,Debit Card,Home Office
100642,11/6/2024,CUST1013,Customer 233,West,Washington,Furniture,Bookcase,Cube Shelf,2,414.14,828.28,266.63,Cash,Home Office
100643,7/17/2023,CUST1260,Customer 132,West,California,Technology,Laptop,Lenovo ThinkPad,4,1086.2,4344.8,-188.17,Cash,Corporate
100644,5/7/2024,CUST1262,Customer 184,Central,Illinois,Technology,Monitor,LG 27,1,161.94,161.94,26.4,Cash,Home Office
100645,7/8/2024,CUST1265,Customer 75,East,New York,Furniture,Cabinet,File Cabinet,6,356.37,2138.22,719.77,Credit Card,Consumer
100646,6/3/2024,CUST1243,Customer 240,West,Washington,Furniture,Desk,Standing Desk,4,944.46,3777.84,202.86,Cash,Home Office
100647,8/2/2024,CUST1021,Customer 254,South,Florida,Furniture,Cabinet,Metal Cabinet,2,550.62,1101.24,280.97,Debit Card,Consumer
100648,10/16/2024,CUST1169,Customer 193,East,New York,Furniture,Desk,Standing Desk,8,884.16,7073.28,2324.74,Debit Card,Corporate
100649,7/8/2023,CUST1225,Customer 100,West,Washington,Technology,Laptop,HP Pavilion,1,670.08,670.08,-24.07,Cash,Consumer
100650,1/31/2023,CUST1283,Customer 126,East,New York,Furniture,Desk,Standing Desk,5,865.42,4327.1,228.98,Debit Card,Consumer
100651,1/23/2023,CUST1056,Customer 174,East,Massachusetts,Technology,Laptop,Lenovo ThinkPad,3,460.92,1382.76,351.69,Debit Card,Corporate
100652,4/12/2024,CUST1073,Customer 67,East,Massachusetts,Furniture,Desk,Corner Desk,7,1055.28,7386.96,-521.37,Debit Card,Consumer
100653,6/29/2024,CUST1096,Customer 275,Central,Ohio,Furniture,Bookcase,Modern Bookcase,4,1106.01,4424.04,1076.75,Cash,Consumer
100654,12/2/2023,CUST1240,Customer 34,East,New York,Office Supplies,Printer,HP LaserJet,8,258.99,2071.92,-131.29,Debit Card,Home Office
100655,2/2/2024,CUST1247,Customer 254,South,Florida,Office Supplies,Binder,2in Binder,6,857.86,5147.16,702.4,PayPal,Corporate
100656,8/18/2024,CUST1156,Customer 218,Central,Illinois,Technology,Monitor,LG 27,8,1037.17,8297.36,648.48,PayPal,Home Office
100657,6/10/2023,CUST1117,Customer 299,South,Florida,Office Supplies,Paper,A4 Paper,2,361.11,722.22,96.39,Credit Card,Corporate
100658,6/8/2024,CUST1139,Customer 196,South,Florida,Furniture,Bookcase,Cube Shelf,7,447.34,3131.38,387.96,Credit Card,Consumer
100659,3/28/2024,CUST1279,Customer 41,East,Massachusetts,Office Supplies,Paper,Premium Paper,2,360.48,720.96,90.69,Cash,Consumer
100660,4/11/2023,CUST1128,Customer 155,West,California,Furniture,Chair,Mesh Chair,4,407.17,1628.68,331.92,Cash,Consumer
100661,12/23/2024,CUST1207,Customer 297,East,Massachusetts,Technology,Keyboard,Keychron K2,6,941.92,5651.52,461.81,Credit Card,Corporate
100662,10/31/2024,CUST1282,Customer 240,East,Massachusetts,Technology,Monitor,Samsung View,4,574.58,2298.32,303.66,PayPal,Corporate
100663,3/29/2023,CUST1191,Customer 72,South,Texas,Furniture,Bookcase,Oak Bookcase,8,545.47,4363.76,660.24,Debit Card,Corporate
100664,1/10/2023,CUST1275,Customer 154,Central,Ohio,Furniture,Desk,Wood Desk,7,826.06,5782.42,471.36,Cash,Home Office
100665,1/24/2023,CUST1200,Customer 33,West,California,Technology,Keyboard,Dell KB216,7,1176.4,8234.8,-66.77,PayPal,Consumer
100666,5/1/2024,CUST1283,Customer 91,West,Washington,Office Supplies,Binder,Heavy Binder,5,120.96,604.8,-32.09,Credit Card,Home Office
100667,9/9/2024,CUST1268,Customer 36,Central,Illinois,Technology,Monitor,LG 27,7,347.74,2434.18,11.85,PayPal,Consumer
100668,1/13/2024,CUST1214,Customer 245,West,California,Furniture,Bookcase,Cube Shelf,3,1187.62,3562.86,-149.24,Credit Card,Corporate
100669,7/31/2023,CUST1158,Customer 104,East,New York,Furniture,Bookcase,Modern Bookcase,8,198.95,1591.6,252.73,PayPal,Corporate
100670,7/26/2023,CUST1251,Customer 236,West,California,Furniture,Chair,Office Chair,4,635.77,2543.08,787.43,PayPal,Home Office
100671,2/10/2023,CUST1089,Customer 213,West,Washington,Office Supplies,Binder,1in Binder,5,475.4,2377,643.08,Debit Card,Consumer
100672,9/24/2024,CUST1122,Customer 81,Central,Ohio,Furniture,Desk,Corner Desk,2,478.33,956.66,311.45,Cash,Home Office
100673,7/4/2024,CUST1188,Customer 40,South,Texas,Office Supplies,Pens,Ballpoint Pens,7,1190.94,8336.58,1240.24,Credit Card,Home Office
100674,11/30/2023,CUST1236,Customer 196,Central,Ohio,Technology,Keyboard,Logitech K120,1,559.98,559.98,-37.55,Cash,Home Office
100675,2/13/2024,CUST1237,Customer 249,East,Massachusetts,Technology,Laptop,HP Pavilion,2,853.83,1707.66,-65.89,PayPal,Consumer
100676,3/26/2023,CUST1051,Customer 91,East,Massachusetts,Technology,Mouse,HP Mouse,3,213,639,-58.71,Cash,Consumer
100677,7/1/2024,CUST1110,Customer 18,Central,Illinois,Technology,Laptop,Lenovo ThinkPad,5,192.66,963.3,58.9,Debit Card,Corporate
100678,12/14/2024,CUST1193,Customer 104,West,California,Furniture,Cabinet,Storage Cabinet,1,721.86,721.86,-56.38,Debit Card,Corporate
100679,9/2/2023,CUST1032,Customer 113,East,New York,Technology,Mouse,Logitech M185,1,411.17,411.17,-5.56,Credit Card,Home Office
100680,6/21/2023,CUST1106,Customer 278,East,New York,Furniture,Chair,Office Chair,6,678.84,4073.04,-59.89,PayPal,Corporate
100681,5/4/2023,CUST1006,Customer 200,East,New York,Technology,Keyboard,Keychron K2,3,27.84,83.52,16.23,Debit Card,Corporate
100682,8/14/2023,CUST1255,Unknown Customer,West,Washington,Office Supplies,Printer,HP LaserJet,2,1063.7,2127.4,180.82,Debit Card,Corporate
100683,4/8/2023,CUST1162,Customer 247,South,Florida,Office Supplies,Pens,Ballpoint Pens,3,766.07,2298.21,684.37,Credit Card,Corporate
100684,1/19/2023,CUST1063,Customer 159,Central,Ohio,Office Supplies,Pens,Marker Pack,1,286.8,286.8,50.87,Debit Card,Home Office
100685,3/14/2024,CUST1104,Customer 20,East,New York,Technology,Monitor,Dell UltraSharp,8,362.97,2903.76,-92.19,Debit Card,Home Office
100686,9/4/2024,CUST1147,Customer 13,Central,Ohio,Technology,Keyboard,Keychron K2,1,629.84,629.84,214.09,Debit Card,Home Office
100687,12/6/2023,CUST1113,Customer 196,South,Texas,Technology,Laptop,Lenovo ThinkPad,4,963.73,3854.92,822.35,Cash,Consumer
100688,3/28/2024,CUST1104,Customer 65,West,California,Furniture,Chair,Ergo Chair,1,764.9,764.9,-27.77,Credit Card,Consumer
100689,8/29/2024,CUST1125,Customer 218,East,New York,Office Supplies,Paper,Premium Paper,8,380.64,3045.12,684.4,Debit Card,Home Office
100690,9/12/2023,CUST1040,Customer 185,South,Florida,Office Supplies,Binder,Heavy Binder,4,333.51,1334.04,335.62,PayPal,Corporate
100691,6/21/2023,CUST1042,Customer 154,Central,Ohio,Furniture,Bookcase,Oak Bookcase,8,33.58,268.64,19.25,Debit Card,Home Office
100692,6/29/2023,CUST1036,Customer 171,South,Florida,Furniture,Cabinet,Storage Cabinet,5,456.42,2282.1,394.14,Debit Card,Home Office
100693,4/25/2024,CUST1202,Customer 192,East,New York,Technology,Laptop,Dell Inspiron 15,6,594.83,3568.98,1129.8,PayPal,Corporate
100694,11/12/2023,CUST1130,Customer 179,West,Washington,Technology,Laptop,HP Pavilion,3,241.13,723.39,69.69,PayPal,Home Office
100695,12/6/2024,CUST1185,Customer 15,South,Texas,Office Supplies,Binder,1in Binder,4,298.4,1193.6,-100.83,Debit Card,Corporate
100696,9/11/2024,CUST1196,Customer 204,Central,Illinois,Furniture,Desk,Corner Desk,3,24.68,74.04,18.28,Credit Card,Home Office
100697,7/13/2023,CUST1195,Customer 158,Central,Illinois,Furniture,Cabinet,File Cabinet,5,605.77,3028.85,423.86,PayPal,Home Office
100698,4/2/2023,CUST1157,Customer 4,West,Washington,Technology,Keyboard,Dell KB216,4,1116.72,4466.88,353.27,Debit Card,Corporate
100699,1/2/2023,CUST1087,Customer 91,West,California,Office Supplies,Binder,Heavy Binder,7,788.88,5522.16,1269.37,Cash,Consumer
100700,12/21/2024,CUST1095,Customer 103,East,New York,Furniture,Desk,Corner Desk,2,546.29,1092.58,291.14,Credit Card,Home Office
100701,7/7/2023,CUST1150,Customer 44,East,Massachusetts,Furniture,Bookcase,Modern Bookcase,2,1043.35,2086.7,-52.68,PayPal,Consumer
100702,10/11/2023,CUST1031,Customer 137,West,Washington,Technology,Monitor,Dell UltraSharp,8,810.64,6485.12,-354.32,Credit Card,Home Office
100703,8/19/2024,CUST1172,Customer 220,West,California,Technology,Laptop,HP Pavilion,5,1119.23,5596.15,632.11,Cash,Corporate
100704,11/29/2024,CUST1182,Customer 170,South,Florida,Technology,Keyboard,Dell KB216,7,460.34,3222.38,-239.23,Credit Card,Consumer
100705,4/12/2024,CUST1127,Customer 189,Central,Illinois,Technology,Laptop,Lenovo ThinkPad,5,1141.76,5708.8,1359.54,PayPal,Home Office
100706,12/3/2024,CUST1023,Customer 167,East,Ohio,Office Supplies,Pens,Gel Pens,6,29.79,178.74,11.1,PayPal,Consumer
100707,9/13/2024,CUST1243,Customer 52,Central,Ohio,Office Supplies,Paper,Premium Paper,7,1127.51,7892.57,2554.55,PayPal,Corporate
100708,9/13/2024,CUST1280,Customer 240,East,New York,Office Supplies,Paper,A4 Paper,8,958.22,7665.76,272.95,Debit Card,Corporate
100709,4/29/2023,CUST1014,Customer 83,Central,Illinois,Technology,Monitor,LG 27,2,135.51,271.02,94.05,Cash,Corporate
100710,10/15/2023,CUST1251,Customer 47,East,Massachusetts,Office Supplies,Binder,Heavy Binder,2,801.92,1603.84,505.58,Cash,Consumer
100711,8/12/2024,CUST1059,Customer 149,West,Washington,Furniture,Bookcase,Modern Bookcase,7,972.05,6804.35,4.07,Credit Card,Consumer
100712,4/2/2023,CUST1194,Customer 296,South,Texas,Office Supplies,Paper,Copy Paper,6,161.63,969.78,39.78,Credit Card,Corporate
100713,3/5/2023,CUST1113,Customer 55,East,Massachusetts,Furniture,Cabinet,Storage Cabinet,3,628.5,1885.5,321.91,PayPal,Consumer
100714,7/5/2024,CUST1145,Customer 75,Central,Ohio,Technology,Keyboard,Logitech K120,8,819.18,6553.44,-220.58,Credit Card,Home Office
100715,11/24/2023,CUST1192,Customer 31,South,Texas,Furniture,Bookcase,Modern Bookcase,4,599.08,2396.32,519.67,Cash,Consumer
100716,8/4/2023,CUST1081,Customer 12,East,New York,Technology,Mouse,Dell MS116,7,365.93,2561.51,683.3,PayPal,Corporate
100717,3/8/2024,CUST1280,Customer 202,Central,Ohio,Furniture,Bookcase,Oak Bookcase,5,346.01,1730.05,545.62,Credit Card,Consumer
100718,11/28/2023,CUST1074,Customer 108,West,Washington,Furniture,Desk,Corner Desk,3,535.84,1607.52,188.24,Debit Card,Home Office
100719,7/20/2023,CUST1086,Customer 29,West,Washington,Office Supplies,Paper,Copy Paper,3,458.1,1374.3,470.31,Credit Card,Corporate
100720,4/30/2024,CUST1206,Customer 126,East,New York,Technology,Keyboard,Dell KB216,7,1163.98,8147.86,1484.03,Credit Card,Consumer
100721,9/4/2023,CUST1045,Customer 238,Central,Ohio,Furniture,Desk,Corner Desk,7,933.26,6532.82,2260.51,PayPal,Corporate
100722,10/9/2024,CUST1260,Customer 116,Central,Ohio,Technology,Laptop,Dell Inspiron 15,2,155.24,310.48,58.57,Credit Card,Home Office
100723,8/9/2024,CUST1222,Customer 153,Central,Ohio,Office Supplies,Paper,Copy Paper,3,466.91,1400.73,490.23,Debit Card,Consumer
100724,11/30/2023,CUST1275,Customer 64,West,California,Furniture,Chair,Office Chair,8,86.08,688.64,190.56,Debit Card,Home Office
100725,5/1/2023,CUST1082,Customer 45,East,New York,Technology,Mouse,HP Mouse,2,56.58,113.16,17.97,Cash,Consumer
100726,3/28/2023,CUST1265,Customer 151,West,Washington,Furniture,Desk,Wood Desk,1,305.52,305.52,-24.2,PayPal,Consumer
100727,8/13/2024,CUST1022,Customer 122,Central,Ohio,Office Supplies,Printer,Brother HL,4,828.64,3314.56,656.87,Credit Card,Consumer
100728,5/26/2023,CUST1216,Customer 39,South,Texas,Technology,Monitor,Samsung View,6,340.1,2040.6,465.45,Cash,Corporate
